SensorName	Paper Name	Relevance	Authors	University / Lab	Publication Year	Publication Venue	Link	Cited	Bibtex	Technology	Sensor Type Introduced	Comercial?	Geometry	No. Sensors	Rubber (if applicable)	Chip	Additional Notes	22
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
								FALSE				FALSE						
